"account_id","marketing_source","marketing_referrer","created_at","plan_id","trial_start","started_plan_at","signup_box_origin","churn_state","churn_date","churn_reason","time_diff","region","country","subscription_started_at","paying","is_gmail","has_logo","free_users","marketing_banner","device","os","browser","collection_21_days","trial_period","company_size","next_charge_date","last_upgrade_promotion_start","cs_agent","sales_agent","disabled","payment_currency","disable_promotion","max_team_size","min_team_size","cancellation_on_renewal_date","partner_id","industry","billed_users_count","utm_cluster_id","pricing_version","has_domain","mrr","lead_score","industry","team_size","user_goal","user_description","sub_industry"
2793698,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Michigan","US",NULL,0,1,1,"","","desktop","mac","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793699,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Florida","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793700,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Illinois","US",NULL,0,0,1,"","","mobile","ios",NULL,0,14,990,NULL,NULL,NULL,324,NULL,"USD",1,5,2,NULL,NULL,"",0,"",3,1,NULL,1,NULL,NULL,NULL,NULL,NULL
2793701,"","","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"Wallonia","BE",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"EUR",0,NULL,NULL,NULL,NULL,"Education",0,"",3,0,NULL,0,"Education","Moi uniquement",NULL,NULL,NULL
2793702,"instagram","https://monday.com/m/time-management-vid/?utm_source=instagram","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"Land Berlin","DE",NULL,0,0,1,"","ig_deloreantime_prevolutionary_timelinev","mobile","ios","generic browser",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"EUR",1,50,26,NULL,155,"",0,"time_management",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793703,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Illinois","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793704,"","https://monday.com/","2019-01-01",231,"2019-01-01","2019-01-14 15:16:59","","",NULL,NULL,-5,"Quebec","CA","2019-01-14 15:17:01",1,0,1,"","","desktop","mac","chrome",460,14,123020,"2020-01-14 00:00:00",NULL,NULL,NULL,NULL,"CAD",0,1,1,NULL,NULL,"Sales",1,"client_projects",3,1,39.00,0,"Sales","1-1",NULL,NULL,NULL
2793705,"capterra","https%3a%2f%2fwww.capterra.com%2f","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"Île-de-France","FR",NULL,0,0,1,"","","desktop","mac","firefox",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"EUR",0,NULL,NULL,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793706,"instagram","https://monday.com/m/time-management-vid/?utm_source=instagram","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Florida","US",NULL,0,1,1,"","ig_timelinecolor_prevolutionary_timelinev","mobile","ios","generic browser",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"",0,"time_management",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793707,"mb","https://www.stackmedia.io/?utm_source=2a5b0cv3485","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 8,"Western Australia","AU",NULL,0,0,1,"","iphonelife","mobile","ios","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"AUD",0,NULL,NULL,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793708,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,-5,"","",NULL,0,1,1,"","","mobile","android",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793709,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","","",NULL,0,1,1,"","","mobile","android",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793710,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"Idaho","US",NULL,0,0,1,"","","mobile","ios","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,50,26,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793711,"getapp","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 11,"Queensland","AU",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"AUD",0,1,1,NULL,NULL,"Other",0,"orders",3,0,NULL,0,"Other","1-1",NULL,NULL,NULL
2793712,"adwordsyoutube","https://www.youtube.com/watch?v=qqwxrtz-wf0","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 11,"Victoria","AU",NULL,0,1,1,"","","desktop","windows","microsoft edge",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"AUD",0,1,1,NULL,NULL,"Other",0,"todos",3,0,NULL,0,"Other","1-1",NULL,NULL,NULL
2793713,"facebook","http://m.facebook.com","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,0,"Porto","PT",NULL,0,1,1,"","fbm_deloreangantt_timeline_es","mobile","ios","generic browser",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"EUR",0,5,2,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793714,"adwordsverticals","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"California","US",NULL,0,0,1,"","","desktop","windows","firefox",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Other",0,"crm",3,1,NULL,0,"Other","2-5",NULL,NULL,NULL
2793715,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Minnesota","US",NULL,0,1,1,"","","mobile","android","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793716,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Makkah Province","SA",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793717,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Alabama","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793718,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Ontario","CA",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"CAD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793719,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Illinois","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793720,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Alabama","US",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,10,6,NULL,NULL,"Education",0,"todos",3,0,NULL,0,"Education","6-10",NULL,NULL,NULL
2793721,"adwordsbrand","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 11,"New South Wales","AU",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"AUD",0,5,2,NULL,NULL,"Product Management",0,"product_roadmap",3,0,NULL,0,"Product Management","2-5",NULL,NULL,NULL
2793722,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","","",NULL,0,1,1,"","","mobile","android",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793723,"adwordsyoutube","https://www.youtube.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Virginia","US",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,10,6,NULL,NULL,"Operations",0,"internal_projects",3,0,NULL,0,"Operations","6-10",NULL,NULL,NULL
2793724,"","https%3a%2f%2fwww.google.com%2f","2019-01-01",NULL,"2019-02-28",NULL,"","none",NULL,NULL, 10.5,"New South Wales","AU",NULL,0,0,1,"","","desktop","mac","chrome",0,14,30,NULL,NULL,NULL,NULL,NULL,"AUD",0,5,2,NULL,NULL,"Real estate",0,"todos",3,1,NULL,0,"Real estate","2-5",NULL,NULL,NULL
2793725,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Texas","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793726,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Quebec","CA",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"CAD",0,NULL,NULL,NULL,NULL,"Events",0,"",3,0,NULL,0,"Events","Moi uniquement",NULL,NULL,NULL
2793727,"facebookremarketing","https://l.facebook.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 5.5,"Maharashtra","IN",NULL,0,0,1,"","fbmrmrk_whatsmonday_hotdogs","mobile","android","chrome",0,14,157,NULL,NULL,NULL,NULL,NULL,"USD",0,500,500,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793728,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"South Carolina","US",NULL,0,1,1,"","","desktop","mac","safari",0,14,5,NULL,NULL,NULL,NULL,NULL,"USD",1,500,101,NULL,336,"Business Development",0,"",3,1,NULL,0,"Business Development","101-500",NULL,NULL,NULL
2793729,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Indiana","US",NULL,0,0,1,"","","mobile","ios",NULL,0,14,250,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793730,"adwordssearch","https://www.google.com/","2019-01-01",234,"2019-01-01","2019-01-15 01:35:00","","",NULL,NULL,-5,"Ohio","US","2019-01-15 01:35:03",1,1,1,"","","mobile","ios","safari",300,14,NULL,"2020-06-21 00:00:00",NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",4,"",3,1,25.00,0,NULL,NULL,NULL,NULL,NULL
2793731,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","New Jersey","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793732,"mb","https://www.stackmedia.io/?utm_source=2a5b0cv3485","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,0,"Rabat-Sale-Kenitra","MA",NULL,0,1,1,"","sharewareonsale","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,25,16,NULL,NULL,"Administrative",0,"crm",3,0,NULL,0,"Administrative","16-25",NULL,NULL,NULL
2793733,"outbrain","https://paid.outbrain.com/network/redir?p=xt96fpqseiivnx2yaqxm-me02hzyz6gcqnnivp2aljrjxqthod3jh7ltqyudqwjuf6vp-ehjmqjqyzt2rszt93li1oboszujdfeic4wyeltvnkpq6vvwj6rnpbjwwrwongdqw5spkgivddaphxybmz3buw2ixbtnb072fbmtc4gfhj2sufvtegrhz1fssxtq6x5mwqfh-rh4tckxvl981","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"New York","US",NULL,0,1,1,"","gantt_yellowsystem_goodbye_timev","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Other",0,"Other",3,0,NULL,0,"Other",1,NULL,NULL,NULL
2793734,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Utah","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793735,"adwordsyoutube","https://www.youtube.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"California","US",NULL,0,1,1,"","","desktop","chrome_os","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Other",0,"todos",3,0,NULL,0,"Other","1-1",NULL,NULL,NULL
2793736,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Gujarat","IN",NULL,0,1,1,"","","mobile","android",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793737,"","","2019-01-01",NULL,"2019-04-22",NULL,"mobile_app","none",NULL,NULL,11,"","",NULL,0,1,1,"","","mobile","android",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793738,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"Nevada","US",NULL,0,1,1,"","","desktop","mac","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Other",0,"todos",3,0,NULL,0,"Other","1-1",NULL,NULL,NULL
2793739,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"","US",NULL,0,1,1,"","","mobile","ios","generic browser",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793740,"outbrain","https://paid.outbrain.com/network/redir?p=fzvpjnjalw4pn3ojjoyebvu3t_l_gg0zexf6zi6bc32ic9p7lj1ziaoqkrrrplepdcyvo4ypmkejnedppyvnctknndcmt4wjdwtvvkyowjagclzyum8yfbuxhhxse1dvunotxb62qiczuura9rnk9a9mw1db6vy0lykatg6shubycnntvgsayyj78cq-fi6qgkxa-jwj4lspauwcfrh83","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 11,"New South Wales","AU",NULL,0,0,1,"","gantt_purpledesk_goodbye_timev","desktop","windows","microsoft edge",0,14,10,NULL,NULL,NULL,NULL,NULL,"AUD",0,5,2,NULL,NULL,"Business Development",0,"internal_projects",3,1,NULL,0,"Business Development","2-5",NULL,NULL,NULL
2793741,"adwordssearch","https%3a%2f%2fwww.google.com%2f","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 10,"New South Wales","AU",NULL,0,0,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"AUD",0,1,1,NULL,NULL,"Business Owner",0,"todos",3,1,NULL,0,"Business Owner","1-1",NULL,NULL,NULL
2793742,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Iowa","US",NULL,0,0,1,"","","desktop","mac","chrome",0,14,22320,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Research",0,"todos",3,1,NULL,0,"Research","2-5",NULL,NULL,NULL
2793743,"adwordsyoutube","https://www.youtube.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 8,"New Jersey","US",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"todos",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793744,"adwordsyoutube","https://www.youtube.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"New York","US",NULL,0,0,1,"","","desktop","windows","firefox",0,14,5,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Administrative",0,"",3,1,NULL,0,"Administrative","2-5",NULL,NULL,NULL
2793745,"facebook","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 10,"Victoria","AU",NULL,0,1,1,"","fb_deloreangantt_prevolutionary_timelinev","desktop","mac","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"AUD",0,1,1,NULL,NULL,"Marketing",0,"client_projects",3,0,NULL,0,"Marketing","1-1",NULL,NULL,NULL
2793746,"capterra","https%3a%2f%2fwww.capterra.com%2f","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"California","US",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Project Management",0,"client_projects",3,0,NULL,0,"Project Management","2-5",NULL,NULL,NULL
2793747,"facebook","http%3a%2f%2fm.facebook.com","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Querétaro","MX",NULL,0,1,1,"","fb_fbm_tltimelinecolorvid_prevolutionary_timelinev","mobile","ios","generic browser",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Project Management",0,"",3,0,NULL,0,"Project Management","2-5",NULL,NULL,NULL
2793748,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 5.5,"Maharashtra","IN",NULL,0,1,1,"","","mobile","android","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793749,"adwordsyoutube","https://www.youtube.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Indiana","US",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,25,16,NULL,NULL,"Other",0,"internal_projects",3,0,NULL,0,"Other","16-25",NULL,NULL,NULL
2793750,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 8,"HONG KONG","HK",NULL,0,1,1,"","","mobile","ios","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,10,6,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793751,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,18,-6,"Texas","US",NULL,0,1,1,"","","desktop","mac","chrome",0,14,NULL,NULL,NULL,NULL,NULL,1,"USD",0,5,2,NULL,NULL,"Administrative",0,"internal_projects",3,0,NULL,0,"Administrative","2-5",NULL,NULL,NULL
2793752,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Washington","US",NULL,0,1,1,"","","mobile","ios","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793753,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Louisiana","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793754,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","HONG KONG","HK",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793755,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Maryland","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793756,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Gyeonggi-do","KR",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793757,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","New Jersey","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793758,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Beijing","CN",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,100,51,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793759,"instagram","http://instagram.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Departamento de Risaralda","CO",NULL,0,1,1,"","ig_visualgy_hgoals_pm_es","mobile","android","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793760,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Kentucky","US",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793761,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Pennsylvania","US",NULL,0,0,1,"","","mobile","ios","safari",0,14,2640,NULL,NULL,NULL,409,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,1,NULL,1,NULL,NULL,NULL,NULL,NULL
2793762,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Minnesota","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793763,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Tennessee","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,0,0,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793764,"mb","https://icons8.com/icon/set/bank%20online/color","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"England","GB",NULL,0,1,1,"","logo_80_purple","desktop","linux","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"GBP",0,25,16,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793765,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,0,"England","GB",NULL,0,1,1,"","","tablet","android","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"GBP",0,1,1,NULL,NULL,"",0,"todos",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793766,"mb","","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"California","US",NULL,0,0,1,"","","mobile","ios","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793767,"adwordsverticals","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 10,"Queensland","AU",NULL,0,0,1,"","","desktop","windows","chrome",0,14,1200,NULL,NULL,NULL,409,NULL,"AUD",0,1,1,NULL,NULL,"IT",0,"todos",3,1,NULL,1,"IT","1-1",NULL,NULL,NULL
2793768,"adwordsverticals","https%3a%2f%2fwww.google.com%2f","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Texas","US",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Other",0,"todos",3,0,NULL,0,"Other",1,NULL,NULL,NULL
2793769,"facebook","http%3a%2f%2fm.facebook.com","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"","US",NULL,0,0,1,"","fbm_timelinecolor_prevolutionary_timelinev","mobile","ios","generic browser",0,14,480,NULL,NULL,NULL,NULL,NULL,"USD",0,50,26,NULL,NULL,"",0,"time_management",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793770,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","South Carolina","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793771,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Georgia","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793772,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Pennsylvania","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
