"account_id","user_id","created_at","is_admin","pending","enabled","became_active_at","time_diff","city","region","country","serial_number","has_photo","device","os","browser","is_gmail","campaign_id","first_user_in_account_id","LANGUAGE","gender","seniority","title","mobile_activation_date","has_phone"
2793773,6181882,"2019-01-01",1,0,1,"2019-01-01",-8,"Anaheim","California","US",1,1,"mobile","ios",NULL,1,4005795,29842008,"",NULL,NULL,NULL,"2019-02-07",1
2793774,6181887,"2019-01-01",1,0,1,"2019-01-01","","Reston","Virginia","US",1,1,"mobile","android",NULL,1,4005797,NULL,"","M",NULL,NULL,NULL,1
2793774,8452838,"2019-05-12",0,1,1,NULL,"","","","",2,1,NULL,NULL,NULL,0,NULL,NULL,"",NULL,"none","Family Advocate",NULL,1
2793774,8452841,"2019-05-12",0,1,1,NULL,"","","","",3,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452843,"2019-05-12",0,1,1,NULL,"","","","",4,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452844,"2019-05-12",0,1,1,NULL,"","","","",5,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452845,"2019-05-12",0,1,1,NULL,"","","","",6,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452847,"2019-05-12",0,1,1,NULL,"","","","",7,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452848,"2019-05-12",0,1,1,NULL,"","","","",8,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452852,"2019-05-12",0,1,1,NULL,"","","","",9,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452853,"2019-05-12",0,1,1,NULL,"","","","",10,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452854,"2019-05-12",0,1,1,NULL,"","","","",11,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452858,"2019-05-12",0,1,1,NULL,"","","","",12,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793774,8452865,"2019-05-12",0,1,1,NULL,"","","","",13,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,"none"," ",NULL,1
2793775,6181886,"2019-01-01",1,0,1,"2019-01-01",10,"Cairns","Queensland","AU",1,1,"desktop","mac","safari",1,4005798,29841999,"","M",NULL,NULL,NULL,1
2793776,6181893,"2019-01-01",1,0,1,"2019-01-01","","Fort Mill","South Carolina","US",1,1,NULL,NULL,NULL,1,4005799,29842066,"","F",NULL,NULL,"2019-01-01",1
2793777,6181897,"2019-01-01",1,0,1,"2019-01-01","","Kensington","Victoria","AU",1,1,NULL,NULL,NULL,0,4005800,NULL,"","F",NULL,NULL,NULL,1
2793778,6181896,"2019-01-01",1,0,1,"2019-01-01",13,"Tauranga","Bay of Plenty","NZ",1,1,"desktop","windows","microsoft edge",1,4005802,29841073,"","F",NULL,NULL,NULL,1
2793779,6181894,"2019-01-01",0,0,1,"2019-01-01",-8,"San Francisco","California","US",1,1,"desktop","mac","chrome",1,4005803,29842065,"","F",NULL,NULL,NULL,1
2793780,6181898,"2019-01-01",0,0,0,"2019-01-01",-6,"Houston","Texas","US",1,1,"desktop","mac","safari",1,NULL,29842116,"","F",NULL,NULL,NULL,1
2793781,6181899,"2019-01-01",1,0,1,"2019-01-01",8,"Singapore","Central Singapore Community Development Council","SG",1,1,"desktop","windows","chrome",0,4005806,29842135,"","M","none"," ",NULL,1
2793782,6181900,"2019-01-01",1,0,1,"2019-01-01",-5,"Athens","Ohio","US",1,1,"desktop","mac","safari",0,66981,29647430,"","M","executive","President",NULL,1
2793783,6181902,"2019-01-01",1,0,1,"2019-01-01",9,"","","KR",1,1,"desktop","windows","internet explorer",1,4005808,29842139,"","M",NULL,NULL,NULL,1
2793784,6181906,"2019-01-01",1,0,1,"2019-01-01","","Elkton","Maryland","US",1,1,"mobile","ios",NULL,1,4005807,29842192,"","F",NULL,NULL,"2019-01-01",1
2793785,6181903,"2019-01-01",1,0,1,"2019-01-01",3,"Jeddah","Makkah Province","SA",1,1,"desktop","windows","chrome",0,4005809,29842168,"","M",NULL,NULL,NULL,1
2793786,6181905,"2019-01-01",1,0,1,"2019-01-01",11,"Hawthorn","Victoria","AU",1,1,"desktop","windows","chrome",0,4005810,29021623,"","M",NULL,NULL,"2019-01-01",1
2793787,6181908,"2019-01-01",1,0,1,"2019-01-01",9,"Hwaseong-si","Gyeonggi-do","KR",1,1,"desktop","mac","chrome",1,4005811,29842196,"","M",NULL,NULL,NULL,1
2793788,6181909,"2019-01-01",1,0,1,"2019-01-01",-5,"","","US",1,1,"desktop","mac","chrome",0,4005812,29841823,"","M","none"," ","2019-01-01",1
2793788,6181918,"2019-01-01",0,0,1,"2019-01-01",-8,"Barrie","Ontario","CA",2,1,"desktop","windows","chrome",0,4007767,29869375,"","M","none"," ",NULL,1
2793788,6181959,"2019-01-01",0,1,0,NULL,"","","","",3,1,NULL,NULL,NULL,0,NULL,NULL,"",NULL,"none"," ",NULL,1
2793789,6181907,"2019-01-01",1,0,1,"2019-01-01",2,"Gothenburg","Västra Götaland","SE",1,1,"mobile","ios",NULL,0,4005813,29842187,"","M","none"," ","2019-01-01",1
2793789,6182884,"2019-01-01",0,0,1,"2019-01-02","","Vastra Frolunda","Västra Götaland","SE",2,1,"desktop","windows","chrome",0,4009665,29888790,"","M","none"," ","2019-03-14",1
2793789,6182936,"2019-01-01",0,0,1,"2019-01-02", 1,"Vastra Frolunda","Västra Götaland","SE",3,1,"desktop","windows","chrome",0,4009626,29842187,"","M","none"," ",NULL,1
2793789,6816940,"2019-02-04",0,0,1,"2019-02-20",2,"Örebro","Örebro","SE",4,1,"mobile","android","chrome",1,4578786,35437221,"","M","none"," ","2019-03-15",1
2793789,6816950,"2019-02-04",0,0,1,"2019-03-01",2,"Mölnlycke","Västra Götaland","SE",5,1,"desktop","windows","firefox",1,4691671,36603038,"","M","none"," ","2019-03-20",1
2793790,6181915,"2019-01-01",1,0,1,"2019-01-01",-5,"Kingston","Ontario","CA",1,1,"desktop","chrome_os","chrome",1,4005815,29842207,"","F",NULL,NULL,NULL,1
2793791,6181904,"2019-01-01",1,0,1,"2019-01-01",-6,"Dallas","Texas","US",1,1,"mobile","ios","safari",1,4005816,29842172,"","M",NULL,NULL,NULL,1
2793792,6181491,"2019-01-01",1,0,1,"2019-01-01", 8,"Denpasar","Bali","ID",1,1,"mobile","android","chrome",1,4005817,29839294,"","F",NULL,NULL,NULL,1
2793793,6181917,"2019-01-01",1,0,1,"2019-01-01",-6,"Overton","Texas","US",1,1,"mobile","ios","safari",0,4005818,29842242,"","F","none"," ","2019-01-01",1
2793794,6181919,"2019-01-01",1,0,1,"2019-01-01",-6,"Industry","Texas","US",1,1,"mobile","ios",NULL,1,4005819,29842266,"","F",NULL,NULL,"2019-01-01",1
2793795,6181920,"2019-01-01",1,0,1,"2019-01-01",-6,"Mexico City","Mexico City","MX",1,1,"desktop","windows","chrome",1,4005820,29842299,"es","F",NULL,NULL,NULL,1
2793796,6181922,"2019-01-01",1,0,1,"2019-01-01",1,"Central","Central and Western District","HK",1,1,"desktop","windows","chrome",1,4005821,29842289,"","M",NULL,NULL,NULL,1
2793796,6181934,"2019-01-01",1,0,1,"2019-01-03", 1,"Nieuwerkerken","Flanders","BE",2,1,"mobile","android","chrome",1,4020715,29981515,"","F",NULL,NULL,NULL,1
2793797,6181930,"2019-01-01",1,0,1,"2019-01-01",8,"Central","Central and Western District","HK",1,1,"desktop","mac","chrome",0,4005822,29842338,"","F",NULL,NULL,NULL,1
2793798,6181926,"2019-01-01",1,0,1,"2019-01-01",5.5,"Delhi","National Capital Territory of Delhi","IN",1,1,"desktop","mac","chrome",1,4005823,29842341,"","M",NULL,NULL,NULL,1
2793799,6181925,"2019-01-01",1,0,1,"2019-01-01",-5,"Toms River","New Jersey","US",1,1,"desktop","windows","microsoft edge",1,4005824,29842328,"","M",NULL,NULL,NULL,1
2793800,6181932,"2019-01-01",1,0,1,"2019-01-01",10,"Brisbane","Queensland","AU",1,1,"desktop","windows","chrome",0,4005826,29842337,"","M","none"," ",NULL,1
2793801,6181933,"2019-01-01",1,0,1,"2019-01-01",-5,"Naples","Florida","US",1,1,"desktop","windows","chrome",1,4005828,29842397,"","F",NULL,NULL,NULL,1
2793802,6181947,"2019-01-01",1,0,1,"2019-01-01",-6,"Texcoco","Estado de Mexico","MX",1,1,"mobile","ios",NULL,1,4005829,29842481,"","M",NULL,NULL,"2019-01-01",1
2793802,6182014,"2019-01-01",0,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793803,6181950,"2019-01-01",1,0,1,"2019-01-01",-8,"Van Nuys","California","US",1,1,"desktop","windows","firefox",0,4005830,29842497,"","F",NULL,NULL,NULL,1
2793804,6181952,"2019-01-01",1,0,1,"2019-01-01",-8,"Hawthorne","California","US",1,1,"desktop","windows","chrome",0,4005831,29842385,"","M","none"," ",NULL,1
2793805,6181958,"2019-01-01",1,0,1,"2019-01-01",8,"","","KH",1,1,"desktop","windows","chrome",1,NULL,29842576,"",NULL,NULL,NULL,NULL,1
2793805,6181964,"2019-01-01",0,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181965,"2019-01-01",0,1,0,NULL,"","","","",3,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181966,"2019-01-01",0,1,0,NULL,"","","","",4,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181967,"2019-01-01",0,1,0,NULL,"","","","",5,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181968,"2019-01-01",0,1,0,NULL,"","","","",6,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181969,"2019-01-01",0,1,0,NULL,"","","","",7,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181970,"2019-01-01",0,1,0,NULL,"","","","",8,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181971,"2019-01-01",0,1,0,NULL,"","","","",9,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181972,"2019-01-01",0,1,0,NULL,"","","","",10,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181973,"2019-01-01",0,1,0,NULL,"","","","",11,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181974,"2019-01-01",0,1,0,NULL,"","","","",12,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181975,"2019-01-01",0,1,0,NULL,"","","","",13,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181976,"2019-01-01",0,1,0,NULL,"","","","",14,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181977,"2019-01-01",0,1,0,NULL,"","","","",15,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181978,"2019-01-01",0,1,0,NULL,"","","","",16,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181979,"2019-01-01",0,1,0,NULL,"","","","",17,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181980,"2019-01-01",0,1,0,NULL,"","","","",18,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181981,"2019-01-01",0,1,0,NULL,"","","","",19,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181982,"2019-01-01",0,1,0,NULL,"","","","",20,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181983,"2019-01-01",0,1,0,NULL,"","","","",21,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181984,"2019-01-01",0,1,0,NULL,"","","","",22,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181985,"2019-01-01",0,1,0,NULL,"","","","",23,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181986,"2019-01-01",0,1,0,NULL,"","","","",24,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181987,"2019-01-01",0,1,0,NULL,"","","","",25,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181988,"2019-01-01",0,1,0,NULL,"","","","",26,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181989,"2019-01-01",0,1,0,NULL,"","","","",27,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181990,"2019-01-01",0,1,0,NULL,"","","","",28,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181991,"2019-01-01",0,1,0,NULL,"","","","",29,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181992,"2019-01-01",0,1,0,NULL,"","","","",30,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181993,"2019-01-01",0,1,0,NULL,"","","","",31,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181994,"2019-01-01",0,1,0,NULL,"","","","",32,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181996,"2019-01-01",0,1,0,NULL,"","","","",33,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181997,"2019-01-01",0,1,0,NULL,"","","","",34,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181998,"2019-01-01",0,1,0,NULL,"","","","",35,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6181999,"2019-01-01",0,1,0,NULL,"","","","",36,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182000,"2019-01-01",0,1,0,NULL,"","","","",37,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182001,"2019-01-01",0,1,0,NULL,"","","","",38,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182002,"2019-01-01",0,1,0,NULL,"","","","",39,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182003,"2019-01-01",0,1,0,NULL,"","","","",40,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182004,"2019-01-01",0,1,0,NULL,"","","","",41,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182005,"2019-01-01",0,1,0,NULL,"","","","",42,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182006,"2019-01-01",0,1,0,NULL,"","","","",43,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182007,"2019-01-01",0,1,0,NULL,"","","","",44,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182008,"2019-01-01",0,1,0,NULL,"","","","",45,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182009,"2019-01-01",0,1,0,NULL,"","","","",46,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182010,"2019-01-01",0,1,0,NULL,"","","","",47,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182011,"2019-01-01",0,1,0,NULL,"","","","",48,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182012,"2019-01-01",0,1,0,NULL,"","","","",49,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793805,6182013,"2019-01-01",0,1,0,NULL,"","","","",50,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793806,6181995,"2019-01-01",1,0,1,"2019-01-01",-5,"Quito","Provincia de Pichincha","EC",1,1,"desktop","mac","chrome",0,4005833,29842623,"es","M","none"," ",NULL,1
2793807,6182016,"2019-01-01",1,0,1,"2019-01-01",-8,"Irvine","California","US",1,1,"desktop","mac","chrome",1,4005814,29842160,"",NULL,NULL,NULL,NULL,1
2793808,6182015,"2019-01-01",1,0,1,"2019-01-01",-5,"Schuylkill Haven","Pennsylvania","US",1,1,"desktop","mac","chrome",0,4005834,29842659,"","F","executive","Owner, Luxury Travel Consultant",NULL,1
2793809,6182017,"2019-01-01",1,0,1,"2019-01-01",-5,"Brampton","Ontario","CA",1,1,"desktop","windows","firefox",0,4005835,29842679,"","M","none"," ",NULL,1
2793809,6182042,"2019-01-01",0,0,1,"2019-01-01",-5,"Brampton","Ontario","CA",2,1,"desktop","windows","chrome",0,4005851,29842903,"","M","none"," ",NULL,1
2793809,6182111,"2019-01-01",0,0,1,"2019-01-01", 5.5,"Hyderabad","Andhra Pradesh","IN",3,1,"mobile","android","chrome",0,4005870,29843155,"","M","none"," ","2019-01-01",1
2793809,6182112,"2019-01-01",0,0,1,"2019-01-01","","Millbrook","Ontario","CA",4,1,"mobile","ios","safari",0,4006726,29853111,"","F","none"," ",NULL,1
2793810,6182019,"2019-01-01",1,0,1,"2019-01-01","","","","",1,1,"mobile","android",NULL,1,4005836,NULL,"","M",NULL,NULL,NULL,1
2793811,6182020,"2019-01-01",1,0,1,"2019-01-01",-8,"Irvine","California","US",1,1,"desktop","mac","chrome",1,4005814,29842160,"",NULL,NULL,NULL,"2019-01-01",1
2793812,6181962,"2019-01-01",1,0,1,"2019-01-01",-5,"Lexington","Kentucky","US",1,1,"desktop","windows","chrome",1,4005837,29842584,"",NULL,NULL,NULL,NULL,1
2793813,6182018,"2019-01-01",1,0,1,"2019-01-01", 7,"Binh Thanh","Tinh Quang Ngai","VN",1,1,"desktop","windows","chrome",1,4005838,29842684,"","M",NULL,NULL,NULL,1
2793814,6182021,"2019-01-01",1,0,1,"2019-01-01",-5,"Bellerose","New York","US",1,1,"mobile","ios",NULL,1,4005839,29842736,"","F","none"," ","2019-01-01",1
2793815,6181942,"2019-01-01",1,0,1,"2019-01-01",-4,"Bergantin","Anzoátegui","VE",1,1,"desktop","windows","firefox",1,4005840,29842387,"es","M","none","Concejal ","2019-01-01",1
2793815,6182046,"2019-01-01",0,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793815,6182047,"2019-01-01",0,1,0,NULL,"","","","",3,1,NULL,NULL,NULL,0,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793815,6182048,"2019-01-01",0,1,0,NULL,"","","","",4,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793815,6182049,"2019-01-01",0,1,0,NULL,"","","","",5,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793816,6182023,"2019-01-01",1,0,1,"2019-01-01",-2,"São Paulo","Sao Paulo","BR",1,1,"mobile","ios","generic browser",1,4005841,29842735,"pt","M",NULL,NULL,"2019-05-14",1
2793817,6182022,"2019-01-01",1,0,1,"2019-01-01",11,"Stockholm","Stockholm","SE",1,1,"desktop","mac","chrome",1,4005842,26844615,"","M",NULL,NULL,NULL,1
2793818,6182031,"2019-01-01",1,0,1,"2019-01-01",-8,"Riverside","California","US",1,1,"desktop","mac","safari",1,4005843,29842744,"","M",NULL,NULL,NULL,1
2793819,6182034,"2019-01-01",1,0,1,"2019-01-01",-7,"","","JP",1,1,"mobile","ios",NULL,1,4005844,29842830,"","F",NULL,NULL,"2019-01-06",1
2793820,6182035,"2019-01-01",1,0,1,"2019-01-01",10,"Hope Island","Queensland","AU",1,1,"desktop","windows","microsoft edge",1,NULL,18890335,"","F","none","Kylie ","2019-01-01",1
2793821,6182037,"2019-01-01",1,0,1,"2019-01-01", 1,"Clifton","New Jersey","US",1,1,"desktop","mac","chrome",1,4005845,29842776,"","M",NULL,NULL,NULL,1
2793822,6182038,"2019-01-01",1,0,1,"2019-01-01",-8,"Kelowna","British Columbia","CA",1,1,"mobile","android","chrome",1,4005846,29842869,"","M",NULL,NULL,NULL,1
2793823,6182033,"2019-01-01",1,0,1,"2019-01-01",-8,"Los Angeles","California","US",1,1,"desktop","windows","chrome",0,3857566,28363881,"","M","none"," ",NULL,1
2793823,6182045,"2019-01-01",0,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,0,NULL,31319432,"",NULL,"none"," ",NULL,1
2793824,6182040,"2019-01-01",1,0,1,"2019-01-01",5.5,"Mumbai","Maharashtra","IN",1,1,"desktop","windows","chrome",0,4005847,29842872,"","M",NULL,NULL,NULL,1
2793825,6181957,"2019-01-01",1,0,1,"2019-01-01",8,"Taipei","Taipei City","TW",1,1,"desktop","mac","safari",0,4005848,29842573,"","M","none"," ",NULL,1
2793825,6208517,"2019-01-03",0,0,1,"2019-01-03",8,"Taipei","Taipei City","TW",2,1,"desktop","windows","internet explorer",0,4020545,29980294,"","F",NULL,NULL,NULL,1
2793825,6368766,"2019-01-11",0,1,0,NULL,"","","","",3,1,NULL,NULL,NULL,0,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793825,6368801,"2019-01-11",0,1,0,NULL,"","","","",4,1,NULL,NULL,NULL,0,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793826,6182036,"2019-01-01",1,0,1,"2019-01-01",-5,"Apex","North Carolina","US",1,1,"mobile","ios","generic browser",1,4005849,29842857,"","F","none"," ",NULL,1
2793827,6182043,"2019-01-01",1,0,1,"2019-01-01", 8,"Deyang","Sichuan","CN",1,1,"desktop","windows","chrome",1,NULL,29842919,"",NULL,NULL,NULL,NULL,1
2793827,6182056,"2019-01-01",0,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182057,"2019-01-01",0,1,0,NULL,"","","","",3,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182058,"2019-01-01",0,1,0,NULL,"","","","",4,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182059,"2019-01-01",0,1,0,NULL,"","","","",5,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182060,"2019-01-01",0,1,0,NULL,"","","","",6,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182061,"2019-01-01",0,1,0,NULL,"","","","",7,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182062,"2019-01-01",0,1,0,NULL,"","","","",8,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182063,"2019-01-01",0,1,0,NULL,"","","","",9,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182064,"2019-01-01",0,1,0,NULL,"","","","",10,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182065,"2019-01-01",0,1,0,NULL,"","","","",11,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182066,"2019-01-01",0,1,0,NULL,"","","","",12,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182067,"2019-01-01",0,1,0,NULL,"","","","",13,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182068,"2019-01-01",0,1,0,NULL,"","","","",14,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182069,"2019-01-01",0,1,0,NULL,"","","","",15,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182070,"2019-01-01",0,1,0,NULL,"","","","",16,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182071,"2019-01-01",0,1,0,NULL,"","","","",17,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182072,"2019-01-01",0,1,0,NULL,"","","","",18,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182073,"2019-01-01",0,1,0,NULL,"","","","",19,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182074,"2019-01-01",0,1,0,NULL,"","","","",20,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182075,"2019-01-01",0,1,0,NULL,"","","","",21,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182076,"2019-01-01",0,1,0,NULL,"","","","",22,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182077,"2019-01-01",0,1,0,NULL,"","","","",23,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182078,"2019-01-01",0,1,0,NULL,"","","","",24,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182079,"2019-01-01",0,1,0,NULL,"","","","",25,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182080,"2019-01-01",0,1,0,NULL,"","","","",26,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182081,"2019-01-01",0,1,0,NULL,"","","","",27,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182082,"2019-01-01",0,1,0,NULL,"","","","",28,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182084,"2019-01-01",0,1,0,NULL,"","","","",29,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182085,"2019-01-01",0,1,0,NULL,"","","","",30,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182086,"2019-01-01",0,1,0,NULL,"","","","",31,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182087,"2019-01-01",0,1,0,NULL,"","","","",32,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182088,"2019-01-01",0,1,0,NULL,"","","","",33,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2793827,6182089,"2019-01-01",0,1,0,NULL,"","","","",34,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
