"DATE","user_id","account_id","total_events","column_events","board_events","num_of_boards","count_kind_columns","raw_events","group_events","invite_events","import_events","notification_events","new_entry_events","payment_events","inbox_events","communicating_events","non_communicating_events","web_events","ios_events","android_events","desktop_app_events","empty_events"
"2019-01-12",6375725,2794423,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2019-01-08",6181598,2793641,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2019-01-15",6209151,2794465,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
"2019-01-05",6183100,2794196,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6181998,2793805,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182136,2793845,48,1,0,1,1,1,0,0,1,0,1,0,2,1,6,40,0,0,0,1
"2019-01-02",6181420,2793535,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182852,2794140,747,74,6,4,12,25,3,0,4,0,2,2,1,2,155,714,0,0,0,19
"2019-01-07",6182132,2793845,166,6,0,3,2,14,0,0,3,0,2,1,2,10,45,155,0,0,0,7
"2019-01-05",6181440,2793547,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6182874,2794060,135,18,1,3,5,22,1,0,0,0,1,0,0,11,51,105,0,27,0,1
"2019-01-02",6182956,2794165,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6181785,2793721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-13",6315534,2794465,134,1,1,4,1,2,0,0,2,0,1,0,2,0,15,127,0,0,0,3
"2019-01-01",6183297,2794221,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182610,2794062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6181942,2793815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182702,2794082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-09",6181364,2793508,24,0,0,0,0,0,0,0,1,0,1,0,0,0,1,21,0,0,0,3
"2019-01-01",6183148,2794206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6181663,2793682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182367,2793950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6183190,2794213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6181687,2793688,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183274,2794221,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6181848,2793748,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182707,2794088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6321365,2793909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2019-01-02",6182490,2794013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6182783,2794105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6181861,2793755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6182599,2794058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6182567,2794048,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183228,2794213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6181373,2793513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182373,2793953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6181636,2793665,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182657,2794082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6409917,2794054,64,0,0,1,0,1,0,0,0,1,1,0,2,4,5,56,0,0,0,4
"2019-01-03",6182163,2793859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182165,2793856,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0
"2019-01-05",6184015,2794458,22,0,0,2,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,1
"2019-01-01",6181848,2793748,166,0,1,1,0,1,0,0,4,0,1,0,5,0,9,134,0,0,0,16
"2019-01-02",6183502,2794251,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182960,2794176,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-04",6182550,2794034,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6182269,2793905,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6343564,2793906,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2019-01-01",6182136,2793845,284,12,1,1,3,19,0,0,5,0,3,0,7,7,46,264,0,0,0,5
"2019-01-03",6181643,2793672,162,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,161,0,0,0
"2019-01-02",6181571,2793632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182808,2794123,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,12
"2019-01-08",6212823,2794278,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2019-01-05",6182220,2793883,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6181582,2793630,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182595,2794061,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3
"2019-01-04",6181590,2793634,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4
"2019-01-02",6181489,2793575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6182346,2793941,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6182861,2794147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182166,2793855,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-04",6181506,2793587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182023,2793816,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6182215,2793882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6198280,2794442,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2019-01-10",6183941,2794424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6183658,2794282,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6181667,2793683,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6177247,2794049,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182615,2794045,165,1,1,2,1,2,0,0,5,2,1,0,6,3,16,155,0,0,0,4
"2019-01-14",6181812,2793730,113,0,0,1,0,0,0,0,3,0,2,6,7,0,11,100,0,0,0,4
"2019-01-02",6184082,2794492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6181440,2793547,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182369,2793948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-04",6182182,2793868,145,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,145,0,0,0
"2019-01-14",6183745,2794352,73,2,0,6,2,2,0,0,1,0,1,2,1,0,27,70,0,0,0,1
"2019-01-01",6183087,2794191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6182275,2793910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182832,2794132,32,0,0,1,0,0,0,0,0,0,1,0,0,0,3,28,0,0,0,3
"2019-01-03",6183991,2794471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182721,2793999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6157486,2794021,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6183473,2794247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182790,2794110,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2019-01-15",6182551,2794040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182585,2794054,2310,168,8,8,10,87,11,2,0,0,12,11,76,11,504,2087,107,0,0,70
"2019-01-14",6182529,2794162,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6183110,2794203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6181492,2794364,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183420,2794238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6182383,2793958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6181969,2793805,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6184146,2794427,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6225350,2793906,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6182262,2793896,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182621,2794068,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6182568,2794046,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6271514,2794383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6182604,2794062,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6183384,2794244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6181535,2793597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6183444,2794247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-06",6182785,2794111,47,0,0,0,0,0,0,0,2,0,2,0,2,0,4,42,0,0,0,5
"2019-01-11",6183857,2794381,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2019-01-15",6181508,2793590,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6347768,2794007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6321673,2794054,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2019-01-02",6183871,2794388,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"2019-01-05",6182865,2794144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-04",6191057,2794495,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6183115,2794200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183483,2794247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6183640,2794277,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6184088,2793835,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6183892,2794409,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-11",6302770,2793906,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6183736,2794329,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182866,2794146,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6181642,2793670,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6182316,2793925,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182668,2793999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6181879,2793770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-09",6182653,2794086,12,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1
"2019-01-08",6182403,2793965,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2019-01-14",6181358,2793514,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6271511,2794383,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6181737,2793718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6213017,2793835,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6183305,2794226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182201,2793872,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6183657,2794284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182204,2793873,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-04",6182455,2793992,29,0,0,0,0,0,0,0,1,0,1,0,1,0,2,26,0,0,0,3
"2019-01-01",6183918,2794416,50,0,0,0,0,0,0,0,0,0,1,0,1,1,2,35,0,0,0,11
"2019-01-01",6183710,2794306,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2019-01-15",6182367,2793950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6183440,2794242,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-11",6183777,2794347,4,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"2019-01-03",6183427,2794238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182853,2794141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183073,2794191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-04",6184073,2794480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6181571,2793632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182316,2793925,92,0,1,1,0,0,0,0,2,0,1,3,1,1,4,68,0,0,0,16
"2019-01-15",6183780,2794351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6214681,2794184,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-08",6182956,2794165,49,0,0,1,0,0,0,0,2,0,1,1,0,0,3,48,0,0,0,1
"2019-01-01",6182749,2794090,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2019-01-05",6182136,2793845,88,16,0,1,4,20,0,0,1,0,1,0,2,6,40,87,0,0,0,1
"2019-01-02",6191056,2794495,70,0,0,1,0,0,0,0,0,0,1,0,0,0,4,56,0,0,0,3
"2019-01-13",6184032,2793835,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6183126,2794206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183058,2794191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6181598,2793641,7,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3
"2019-01-14",6181944,2793841,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-04",6182136,2793845,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2019-01-02",6181395,2793523,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183569,2794257,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183556,2794252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6189030,2793683,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182612,2794063,107,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,87,0,0,6
"2019-01-15",6182328,2793932,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6182121,2793840,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6181504,2793583,7,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
"2019-01-02",6181879,2793770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6322132,2794191,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"2019-01-01",6183411,2794238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6181784,2793720,262,40,1,1,4,26,2,0,2,0,1,2,1,0,73,245,0,0,0,9
"2019-01-05",6183718,2794310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6183788,2794348,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6181814,2793731,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6183376,2794240,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6181665,2793686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183631,2794266,143,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,116,0,0,8
"2019-01-14",6182266,2793900,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6182760,2794096,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6182228,2793888,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182308,2793918,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6183864,2794385,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2019-01-01",6183157,2794206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6182842,2794134,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-02",6182334,2793937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6183302,2794221,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6184054,2794479,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182060,2793827,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6181652,2793678,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182684,2794082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6182489,2794015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6182842,2794134,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6181585,2793635,393,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,390,0,0,2
"2019-01-02",6182619,2794067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182694,2794082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6181705,2793706,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182735,2793999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6224685,2793906,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2019-01-10",6181449,2793556,36,0,0,0,0,0,0,0,4,0,1,0,0,0,1,30,0,0,0,5
"2019-01-03",6183296,2794221,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6181482,2793578,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6181552,2793611,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,6
"2019-01-14",6182495,2794017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6157486,2794021,62,0,0,0,0,0,0,0,2,0,1,0,1,0,2,43,0,0,0,11
"2019-01-02",6182278,2793906,294,2,0,3,2,1,0,0,2,0,4,0,2,1,14,91,189,0,0,2
"2019-01-10",6182595,2794061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-04",6232988,2794184,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2019-01-01",6181386,2793497,226,0,0,0,0,0,0,0,0,5,7,0,0,7,7,0,0,178,0,1
"2019-01-03",6181394,2793526,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6375725,2794423,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182079,2793827,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183001,2794167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6182105,2793832,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6232979,2794184,53,0,0,0,0,0,0,0,0,0,2,0,3,0,5,51,0,0,0,2
"2019-01-08",6184021,2794460,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182672,2794082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183068,2794191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6181930,2793797,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-09",6215081,2794054,54,1,0,2,1,3,0,0,0,0,2,0,0,2,9,50,0,0,0,2
"2019-01-05",6181947,2793802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6182491,2794011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6182525,2794030,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183462,2794247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183163,2794206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6181835,2793746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-09",6181557,2793655,27,0,0,1,0,0,0,0,1,0,1,0,0,0,2,26,0,0,0,1
"2019-01-10",6182837,2794131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-10",6183712,2794308,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-14",6183995,2794448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183046,2794191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-08",6293276,2794086,42,0,0,3,0,0,0,0,1,0,0,0,0,0,4,33,0,0,0,4
"2019-01-03",6182772,2794100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-08",6182200,2793877,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-15",6182378,2793954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182619,2794067,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,6
"2019-01-01",6182573,2794053,56,0,0,0,0,0,0,0,2,0,1,0,1,1,2,43,0,0,0,11
"2019-01-01",6181395,2793523,93,0,1,1,0,0,0,0,0,0,2,0,1,1,6,74,0,0,0,17
"2019-01-15",6183874,2794390,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6183365,2794230,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6183409,2794238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182729,2793999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183920,2794417,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2019-01-05",6183649,2794278,138,9,0,16,4,10,1,0,0,0,1,1,0,0,53,129,0,0,0,1
"2019-01-10",6181413,2793533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6183062,2794191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-03",6182710,2793999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-05",6183871,2794388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-01-01",6182331,2793934,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6
"2019-01-01",6182968,2794170,96,0,1,1,0,1,0,0,2,0,1,0,3,1,6,71,0,0,0,17
"2019-01-01",6182656,2794082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
